-1.797500000000000000e+02,1.797500000000000000e+02
-5.575000000000000000e+01,7.975000000000000000e+01
1.000000000000000000e+00,2.200000000000000000e+01
-2.026570825917126939e+01,3.251958342393230339e+01
2.104499772423988002e+00,2.438266653815920648e+01
8.074644968075849860e+00,9.625371131013498882e+01
1.213905690245122138e+01,2.388450856906251374e+03
5.000000000000000000e-01,7.071000000000025466e+03
4.957279075329347862e+00,1.784756312391867823e+02
1.370000000000000000e+02,1.779000000000000000e+03
9.200000000000000000e+01,1.686000000000000000e+03
1.060000000000000000e+02,1.848000000000000000e+03
0.000000000000000000e+00,1.310000000000000000e+02
1.000000000000000000e+00,1.210000000000000000e+02
1.000000000000000000e+00,1.200000000000000000e+02
0.000000000000000000e+00,6.300000000000000000e+01
0.000000000000000000e+00,6.800000000000000000e+01
0.000000000000000000e+00,7.000000000000000000e+01
0.000000000000000000e+00,5.700000000000000000e+01
0.000000000000000000e+00,8.100000000000000000e+01
0.000000000000000000e+00,7.900000000000000000e+01
3.700000000000000000e+01,9.200000000000000000e+01
4.100000000000000000e+01,9.200000000000000000e+01
4.300000000000000000e+01,9.400000000000000000e+01
2.000000000000000000e+00,7.400000000000000000e+01
2.000000000000000000e+00,7.000000000000000000e+01
2.000000000000000000e+00,6.800000000000000000e+01
2.000000000000000000e+00,7.500000000000000000e+01
2.000000000000000000e+00,7.500000000000000000e+01
2.000000000000000000e+00,6.800000000000000000e+01
1.000000000000000000e+00,1.200000000000000000e+01
1.000000000000000000e+00,1.200000000000000000e+01
1.000000000000000000e+00,1.200000000000000000e+01
5.000000000000000000e+00,9.900000000000000000e+01
1.000000000000000000e+00,1.180000000000000000e+02
-2.960000000000000000e+02,5.785000000000000000e+03
1.000000000000000000e+00,3.000000000000000000e+01
6.000000000000000000e+00,2.000000000000000000e+01
