-7.139167019999999297e+01,4.497499849999999810e+01,9.000000000000000000e+00,3.274999936421712388e+00,1.033333337306976318e+01,2.622673343370956900e+01,1.055751569706601686e+03,1.180000000000000000e+03,1.813774545450318953e+01,9.480000000000000000e+02,1.392000000000000000e+03,1.779000000000000000e+03,4.300000000000000000e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.700000000000000000e+01,4.700000000000000000e+01,5.200000000000000000e+01,5.500000000000000000e+01,4.800000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.300000000000000000e+01,2.200000000000000000e+01,1.800000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+01,9.800000000000000000e+01,6.240000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.139167019999999297e+01,4.497499849999999810e+01,9.000000000000000000e+00,3.274999936421712388e+00,1.033333337306976318e+01,2.622673343370956900e+01,1.055751569706601686e+03,1.180000000000000000e+03,1.813774545450318953e+01,9.480000000000000000e+02,1.392000000000000000e+03,1.779000000000000000e+03,4.300000000000000000e+01,2.200000000000000000e+01,1.400000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,1.700000000000000000e+01,4.700000000000000000e+01,5.200000000000000000e+01,5.500000000000000000e+01,4.800000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.300000000000000000e+01,2.200000000000000000e+01,1.800000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+01,9.800000000000000000e+01,6.240000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.217722320000000025e+01,4.321222310000000277e+01,7.000000000000000000e+00,6.291666751106579802e+00,1.173333343863487244e+01,3.039723658725030475e+01,9.758162852258120665e+02,1.121000000000000000e+03,1.022349223193342560e+01,9.440000000000000000e+02,1.286000000000000000e+03,1.690000000000000000e+03,3.600000000000000000e+01,1.200000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.400000000000000000e+01,1.700000000000000000e+01,2.700000000000000000e+01,4.900000000000000000e+01,5.100000000000000000e+01,5.200000000000000000e+01,3.400000000000000000e+01,3.100000000000000000e+01,2.300000000000000000e+01,3.200000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,9.800000000000000000e+01,4.050000000000000000e+02,2.600000000000000000e+01,1.300000000000000000e+01
-7.295111079999999504e+01,4.356555560000000327e+01,6.000000000000000000e+00,7.266666766256093979e+00,1.181666692346334457e+01,2.954166660433014258e+01,1.020388375340095536e+03,8.020000000000000000e+02,2.048347677359273433e+01,9.780000000000000000e+02,1.460000000000000000e+03,1.688000000000000000e+03,2.900000000000000000e+01,1.100000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,5.400000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01,3.800000000000000000e+01,3.100000000000000000e+01,1.700000000000000000e+01,1.500000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.500000000000000000e+01,2.700000000000000000e+01,1.820000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.139805599999999686e+01,4.489333340000000305e+01,1.000000000000000000e+00,4.075000107288360596e+00,1.109999998410542865e+01,2.774999996026357252e+01,1.052601755321654309e+03,1.041000000000000000e+03,2.206092385482158491e+01,9.110000000000000000e+02,1.350000000000000000e+03,1.690000000000000000e+03,4.000000000000000000e+01,2.500000000000000000e+01,1.400000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01,5.300000000000000000e+01,5.500000000000000000e+01,5.600000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,3.400000000000000000e+01,2.200000000000000000e+01,1.700000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,1.800000000000000000e+01,9.800000000000000000e+01,5.230000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.262666319999999587e+01,4.419166560000000032e+01,9.000000000000000000e+00,5.683333364625771544e+00,1.118333355089028736e+01,2.838409489460709167e+01,1.023182060514216801e+03,1.070000000000000000e+03,1.705624670194718107e+01,8.840000000000000000e+02,1.249000000000000000e+03,1.642000000000000000e+03,3.600000000000000000e+01,2.200000000000000000e+01,1.300000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,4.400000000000000000e+01,4.800000000000000000e+01,5.200000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.100000000000000000e+01,3.300000000000000000e+01,2.100000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,9.800000000000000000e+01,2.690000000000000000e+02,2.600000000000000000e+01,1.900000000000000000e+01
-7.528527830000000165e+01,4.226777649999999653e+01,6.000000000000000000e+00,6.641666646736363866e+00,1.109999987669289112e+01,3.032786819945698298e+01,9.420211206807041435e+02,1.096000000000000000e+03,1.369420765677906182e+01,9.400000000000000000e+02,1.399000000000000000e+03,1.677000000000000000e+03,4.500000000000000000e+01,1.800000000000000000e+01,1.100000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,2.100000000000000000e+01,2.700000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01,5.300000000000000000e+01,4.900000000000000000e+01,4.700000000000000000e+01,4.300000000000000000e+01,3.900000000000000000e+01,2.200000000000000000e+01,1.900000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,8.500000000000000000e+01,2.700000000000000000e+01,5.290000000000000000e+02,2.600000000000000000e+01,1.600000000000000000e+01
-7.301157779999999775e+01,4.253043060000000253e+01,6.000000000000000000e+00,6.249999977648258209e+00,1.165000011026859283e+01,3.098404331798061406e+01,9.436895683233112777e+02,1.193000000000000000e+03,9.575038726715046522e+00,8.390000000000000000e+02,1.245000000000000000e+03,1.597000000000000000e+03,3.300000000000000000e+01,1.800000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+01,4.200000000000000000e+01,4.600000000000000000e+01,4.900000000000000000e+01,3.800000000000000000e+01,3.700000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01,1.900000000000000000e+01,1.400000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,8.400000000000000000e+01,5.880000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.304201109999999630e+01,4.250837500000000091e+01,9.000000000000000000e+00,5.879166578253109954e+00,1.152500008543332477e+01,3.081550856413144857e+01,9.422493731363209690e+02,1.237000000000000000e+03,8.529255835932403329e+00,8.740000000000000000e+02,1.323000000000000000e+03,1.714000000000000000e+03,4.100000000000000000e+01,2.200000000000000000e+01,1.100000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01,2.100000000000000000e+01,2.400000000000000000e+01,4.200000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01,3.800000000000000000e+01,3.800000000000000000e+01,3.200000000000000000e+01,4.200000000000000000e+01,2.100000000000000000e+01,1.500000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,9.800000000000000000e+01,6.260000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
-7.296021389999999940e+01,4.261738330000000019e+01,6.000000000000000000e+00,6.066666657725970246e+00,1.114999996622403522e+01,2.981283443837158842e+01,9.575544893317839978e+02,1.259000000000000000e+03,8.778303309233466578e+00,7.340000000000000000e+02,1.213000000000000000e+03,1.633000000000000000e+03,3.800000000000000000e+01,2.200000000000000000e+01,1.100000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.700000000000000000e+01,1.700000000000000000e+01,2.400000000000000000e+01,4.400000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01,3.800000000000000000e+01,3.800000000000000000e+01,3.300000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.800000000000000000e+01,2.700000000000000000e+01,4.750000000000000000e+02,2.600000000000000000e+01,1.500000000000000000e+01
